population,COD_GEO_N
3856,28020
3830,28020
3817,28020
3757,28020
3765,28020
3697,28020
3617,28020
3557,28020
3530,28020
3517,28020
3630,28020
3679,28020
3631,28020
3615,28020
3678,28020
3667,28020
3529,28020
1010,28025
1000,28025
957,28025
957,28025
957,28025
970,28025
970,28025
926,28025
926,28025
938,28025
938,28025
938,28025
917,28025
917,28025
871,28025
877,28025
854,28025
852,28025
872,28025
867,28025
876,28025
876,28025
874,28025
861,28025
868,28025
854,28025
864,28025
888,28025
917,28025
886,28025
882,28025
881,28025
880,28025
1015,28025
880,28030
870,28030
889,28030
889,28030
889,28030
910,28030
910,28030
819,28030
819,28030
827,28030
827,28030
827,28030
814,28030
814,28030
776,28030
777,28030
2120,33060
2120,33060
2174,33060
2174,33060
2266,33060
2266,33060
2266,33060
2399,33060
2399,33060
2571,33060
2566,33060
2560,33060
2477,33060
2406,33060
2428,33060
2424,33060
2450,33060
2460,33060
2444,33060
2504,33060
2557,33060
2569,33060
2654,33060
2703,33060
2676,33060
2645,33060
2608,33060
2656,33060
2602,33060
1060,33065
1060,33065
1010,33065
1010,33065
1010,33065
1060,33065
1060,33065
948,33065
948,33065
990,33065
990,33065
990,33065
936,33065
936,33065
925,33065
944,33065
934,33065
945,33065
919,33065
892,33065
884,33065
886,33065
918,33065
889,33065
929,33065
959,33065
955,33065
989,33065
1016,33065
984,33065
982,33065
1010,33065
1038,33065
1034,33065
920,33070
900,33070
934,33070
934,33070
934,33070
990,33070
990,33070
889,33070
889,33070
927,33070
927,33070
927,33070
895,33070
895,33070
922,33070
951,33070
932,33070
946,33070
966,33070
980,33070
989,33070
1017,33070
933,33070
930,33070
916,33070
930,33070
946,33070
959,33070
965,33070
963,33070
948,33070
926,33070
965,33070
980,33070
380,33075
360,33075
360,33075
360,33075
360,33075
370,33075
370,33075
328,33075
328,33075
344,33075
344,33075
344,33075
322,33075
322,33075
331,33075
1410,33080
1420,33080
1367,33080
1072,38070
1072,38070
1119,38070
1119,38070
1119,38070
1060,38070
1060,38070
1057,38070
1074,38070
1047,38070
1066,38070
1042,38070
1036,38070
994,38070
978,38070
1010,38070
992,38070
988,38070
987,38070
965,38070
964,38070
954,38070
932,38070
899,38070
915,38070
908,38070
880,38070
54,38802
56,38802
57,38802
57,38802
57,38802
70,38802
70,38802
104,38802
104,38802
110,38802
110,38802
110,38802
147,38802
147,38802
145,38802
147,38802
146,38802
152,38802
143,38802
145,38802
140,38802
138,38802
174,38802
230,30040
230,30040
240,30040
240,30040
240,30040
260,30040
260,30040
241,30040
241,30040
249,30040
249,30040
249,30040
281,30040
281,30040
295,30040
316,30040
332,30040
316,30040
334,30040
327,30040
322,30040
329,30040
306,30040
287,30040
326,30040
326,30040
321,30040
276,30040
265,30040
254,30040
253,30040
249,30040
244,30040
303,30040
1210,30045
1241,30045
1182,30045
1182,30045
1182,30045
1270,30045
1270,30045
1249,30045
1249,30045
1272,30045
1272,30045
1272,30045
1361,30045
1361,30045
1441,30045
1489,30045
1525,30045
1468,30045
1468,30045
1458,30045
1443,30045
1442,30045
1471,30045
1441,30045
1407,30045
1406,30045
1418,30045
1386,30045
1403,30045
1417,30045
1405,30045
1431,30045
1438,30045
1426,30045
860,30050
870,30050
844,30050
844,30050
844,30050
910,30050
910,30050
856,30050
856,30050
870,30050
870,30050
870,30050
821,30050
821,30050
832,30050
828,30050
845,30050
874,30050
885,30050
858,30050
863,30050
886,30050
899,30050
881,30050
924,30050
897,30050
897,30050
894,30050
895,30050
882,30050
892,30050
920,30050
896,30050
843,30050
790,30055
810,30055
774,30055
774,30055
774,30055
830,30055
830,30055
736,30055
736,30055
748,30055
748,30055
748,30055
732,30055
732,30055
792,30055
763,30055
766,30055
743,30055
736,30055
714,30055
706,30055
702,30055
689,30055
669,30055
649,30055
646,30055
639,30055
736,30055
757,30055
764,30055
771,30055
762,30055
764,30055
772,30055
220,30060
210,30060
215,30060
215,30060
215,30060
220,30060
220,30060
180,30060
180,30060
183,30060
183,30060
183,30060
173,30060
1000,30065
1010,30065
944,30065
944,30065
944,30065
1010,30065
1010,30065
941,30065
941,30065
961,30065
961,30065
961,30065
942,30065
730,30070
750,30070
950,41040
950,41040
950,41040
832,41040
832,41040
849,41040
863,41040
3821,41042
1540,41045
1560,41045
1476,41045
1476,41045
1476,41045
1550,41045
1550,41045
1552,41045
1552,41045
1636,41045
1636,41045
1636,41045
1532,41045
1532,41045
1466,41045
1498,41045
9536,26030
10200,26030
10200,26030
10542,26030
10542,26030
10772,26030
10772,26030
10772,26030
10966,26030
10966,26030
11576,26030
11615,26030
11704,26030
11567,26030
11660,26030
11598,26030
11666,26030
11700,26030
11833,26030
11857,26030
12240,26030
12319,26030
12377,26030
13159,26030
13509,26030
13585,26030
13682,26030
13702,26030
13889,26030
13867,26030
1050,26035
1050,26035
993,26035
993,26035
993,26035
1050,26035
1050,26035
979,26035
979,26035
1002,26035
1002,26035
1002,26035
985,26035
985,26035
970,26035
971,26035
1000,26035
1024,26035
1041,26035
1047,26035
1053,26035
1052,26035
1069,26035
1073,26035
1080,26035
1108,26035
1113,26035
1098,26035
1131,26035
1088,26035
1094,26035
1123,26035
1164,26035
1136,26035
1260,26040
1250,26040
1226,26040
1226,26040
1226,26040
1260,26040
1260,26040
1225,26040
1225,26040
1252,26040
1252,26040
1252,26040
1175,26040
1175,26040
1159,26040
1160,26040
1157,26040
1161,26040
1171,26040
1135,26040
1163,26040
1198,26040
1079,26040
1061,26040
1078,26040
1087,26040
1090,26040
1229,26040
1252,26040
1253,26040
1269,26040
1282,26040
1290,26040
1328,26040
550,26045
550,26045
554,26045
554,26045
554,26045
580,26045
580,26045
542,26045
542,26045
552,26045
1477,26048
1477,26048
1544,26048
1544,26048
1640,26048
1650,26048
1714,26048
1700,26048
1740,26048
1729,26048
1777,26048
1826,26048
1827,26048
1812,26048
1938,26048
2020,26048
2068,26048
2175,26048
2260,26048
2303,26048
2313,26048
2347,26048
2435,26048
2500,26048
590,2605A
600,2605A
1440,2605B
1440,2605B
840,26050
850,26050
877,26050
877,26050
786,28030
780,28030
773,28030
788,28030
798,28030
784,28030
760,28030
747,28030
746,28030
751,28030
756,28030
776,28030
791,28030
763,28030
753,28030
754,28030
758,28030
751,28030
540,28035
530,28035
490,28035
490,28035
490,28035
500,28035
500,28035
488,28035
488,28035
497,28035
497,28035
497,28035
455,28035
455,28035
466,28035
479,28035
462,28035
471,28035
436,28035
453,28035
453,28035
442,28035
464,28035
462,28035
448,28035
443,28035
439,28035
425,28035
432,28035
422,28035
414,28035
407,28035
403,28035
363,28035
870,28040
880,28040
769,28040
769,28040
769,28040
750,28040
750,28040
664,28040
664,28040
675,28040
675,28040
675,28040
617,28040
617,28040
612,28040
602,28040
593,28040
601,28040
611,28040
588,28040
576,28040
582,28040
632,28040
635,28040
632,28040
608,28040
596,28040
553,28040
545,28040
515,28040
509,28040
498,28040
498,28040
498,28040
2070,28045
2080,28045
2035,28045
2035,28045
2035,28045
2110,28045
2110,28045
1906,28045
1906,28045
1932,28045
1932,28045
1932,28045
1939,28045
1939,28045
1952,28045
1946,28045
1914,28045
1926,28045
1872,28045
1846,28045
1846,28045
1851,28045
1868,28045
1835,28045
6810,32040
6847,32040
6705,32040
6743,32040
6793,32040
6757,32040
6725,32040
6716,32040
6706,32040
6819,32040
6696,32040
6702,32040
6708,32040
6652,32040
6766,32040
6802,32040
6719,32040
6661,32040
6594,32040
6651,32040
6567,32040
2740,32045
2720,32045
2723,32045
2723,32045
2723,32045
2770,32045
2770,32045
2691,32045
2691,32045
2768,32045
2768,32045
2768,32045
2728,32045
2728,32045
2648,32045
2636,32045
2628,32045
2695,32045
2717,32045
2712,32045
2676,32045
2629,32045
2620,32045
2584,32045
2595,32045
2606,32045
2607,32045
2723,32045
2727,32045
2680,32045
2671,32045
2693,32045
2712,32045
2625,32045
550,32050
540,32050
510,32050
168,38802
174,38802
182,38802
174,38802
197,38802
189,38802
180,38802
189,38802
185,38802
186,38802
206,38802
170,39005
170,39005
192,39005
192,39005
192,39005
220,39005
220,39005
187,39005
187,39005
194,39005
194,39005
194,39005
206,39005
206,39005
205,39005
209,39005
213,39005
208,39005
215,39005
225,39005
233,39005
237,39005
259,39005
262,39005
265,39005
263,39005
273,39005
249,39005
249,39005
258,39005
247,39005
250,39005
255,39005
289,39005
910,39010
930,39010
938,39010
938,39010
938,39010
990,39010
990,39010
990,39010
990,39010
1039,39010
1039,39010
1039,39010
959,39010
959,39010
933,39010
930,39010
906,39010
943,39010
963,39010
948,39010
928,39010
951,39010
918,39010
899,39010
873,39010
842,39010
844,39010
857,39010
834,39010
827,39010
832,39010
817,39010
831,39010
907,39010
350,39015
360,39015
324,39015
324,39015
324,39015
340,39015
340,39015
337,39015
337,39015
357,39015
357,39015
357,39015
343,39015
343,39015
351,39015
364,39015
375,39015
383,39015
414,39015
409,39015
427,39015
419,39015
428,39015
429,39015
438,39015
439,39015
430,39015
418,39015
408,39015
418,39015
422,39015
423,39015
416,39015
402,39015
460,39020
450,39020
435,39020
435,39020
435,39020
440,39020
440,39020
443,39020
443,39020
462,39020
462,39020
462,39020
477,39020
477,39020
470,39020
480,39020
9138,44037
9154,44037
9079,44037
9276,44037
9265,44037
9224,44037
9235,44037
9225,44037
9183,44037
8923,44037
1480,44040
1510,44040
1408,44040
1408,44040
1408,44040
1480,44040
1480,44040
1433,44040
1433,44040
1500,44040
1500,44040
1500,44040
1500,44040
560,44045
560,44045
555,44045
555,44045
555,44045
600,44045
600,44045
583,44045
583,44045
606,44045
606,44045
606,44045
723,30070
723,30070
2052,34058
1991,34058
2045,34058
2048,34058
2048,34058
2172,34058
2193,34058
2214,34058
2259,34058
2276,34058
2283,34058
2239,34058
350,34060
360,34060
316,34060
316,34060
316,34060
350,34060
350,34060
315,34060
315,34060
351,34060
351,34060
351,34060
323,34060
323,34060
330,34060
315,34060
309,34060
320,34060
291,34060
298,34060
285,34060
276,34060
316,34060
315,34060
291,34060
284,34060
282,34060
300,34060
293,34060
298,34060
291,34060
289,34060
291,34060
328,34060
3020,34065
3080,34065
2804,34065
2804,34065
2804,34065
3060,34065
3060,34065
2844,34065
2844,34065
3169,34065
3169,34065
3169,34065
2955,34065
2955,34065
3005,34065
2938,34065
2974,34065
2960,34065
2877,34065
2842,34065
2851,34065
2839,34065
2840,34065
2744,34065
2803,34065
2790,34065
2825,34065
2925,34065
2917,34065
2901,34065
2939,34065
2917,34065
2936,34065
2971,34065
710,34070
710,34070
669,34070
669,34070
669,34070
750,34070
750,34070
654,34070
654,34070
724,34070
724,34070
724,34070
718,34070
718,34070
722,34070
746,34070
700,34070
1500,34075
1510,34075
1389,34075
1389,34075
1389,34075
1480,34075
1480,34075
1331,34075
1331,34075
1481,34075
1481,34075
1481,34075
1347,34075
1347,34075
1259,34075
1644,34078
1559,34078
1609,34078
1575,34078
1548,34078
1530,34078
1512,34078
1567,34078
1567,34078
1545,34078
1508,34078
1487,34078
1483,34078
1519,34078
1491,34078
1465,34078
1439,34078
1470,34078
1416,34078
440,34080
440,34080
473,34080
473,34080
473,34080
490,34080
490,34080
430,34080
430,34080
479,34080
479,34080
479,34080
436,34080
436,34080
405,34080
400,34085
400,34085
404,34085
404,34085
404,34085
420,34085
420,34085
410,34085
410,34085
457,34085
457,34085
457,34085
360,34085
360,34085
368,34085
877,26050
910,26050
910,26050
903,26050
903,26050
925,26050
1977,26055
1977,26055
1977,26055
2040,26055
2040,26055
2014,26055
2014,26055
2054,26055
2054,26055
2054,26055
2023,26055
2023,26055
2036,26055
2052,26055
2080,26055
2046,26055
2056,26055
2029,26055
2015,26055
2005,26055
1993,26055
1975,26055
1961,26055
1963,26055
1970,26055
2040,26055
2125,26055
2194,26055
2228,26055
2290,26055
2382,26055
2458,26055
850,26060
949,31040
941,31040
942,31040
988,31040
1016,31040
959,31040
948,31040
962,31040
946,31040
939,31040
956,31040
957,31040
962,31040
961,31040
952,31040
941,31040
903,31040
2200,31045
2200,31045
1749,31045
1749,31045
1749,31045
1740,31045
1740,31045
1771,31045
1771,31045
1811,31045
1811,31045
1811,31045
1735,31045
1735,31045
1781,31045
1750,31045
1708,31045
1715,31045
1627,31045
1628,31045
1621,31045
1615,31045
2030,31045
2018,31045
2066,31045
2025,31045
2031,31045
1877,31045
1846,31045
1832,31045
1846,31045
1851,31045
1815,31045
1764,31045
410,31050
430,31050
377,31050
377,31050
377,31050
370,31050
370,31050
345,31050
345,31050
353,31050
353,31050
353,31050
354,31050
354,31050
345,31050
350,31050
335,31050
336,31050
343,31050
341,31050
342,31050
341,31050
438,31050
433,31050
425,31050
425,31050
435,31050
382,31050
388,31050
409,31050
391,31050
381,31050
378,31050
324,31050
1690,31055
1700,31055
1666,31055
1666,31055
1666,31055
1760,31055
1760,31055
1608,31055
1608,31055
1642,31055
1642,31055
1642,31055
1613,31055
1613,31055
1603,31055
1620,31055
2350,31056
2399,31056
2458,31056
2471,31056
2488,31056
2520,31056
2754,31056
2747,31056
2779,31056
2791,31056
2836,31056
2718,31056
2729,31056
2722,31056
2783,31056
2779,31056
2736,31056
2819,31056
580,31060
580,31060
559,31060
559,31060
559,31060
590,31060
590,31060
579,31060
579,31060
510,32050
510,32050
530,32050
530,32050
479,32050
479,32050
489,32050
489,32050
489,32050
508,32050
508,32050
507,32050
482,32050
469,32050
494,32050
511,32050
504,32050
495,32050
495,32050
429,32050
420,32050
428,32050
431,32050
428,32050
502,32050
512,32050
535,32050
514,32050
520,32050
521,32050
514,32050
310,32055
300,32055
298,32055
298,32055
298,32055
280,32055
280,32055
276,32055
276,32055
283,32055
283,32055
283,32055
253,32055
855,32058
841,32058
838,32058
806,32058
847,32058
855,32058
859,32058
845,32058
847,32058
847,32058
811,32058
816,32058
810,32058
823,32058
820,32058
844,32058
831,32058
820,32058
825,32058
849,32058
928,32058
700,32060
700,32060
642,32060
642,32060
642,32060
640,32060
640,32060
574,32060
574,32060
592,32060
592,32060
592,32060
602,32060
1980,32065
1960,32065
1872,32065
1872,32065
1872,32065
1870,32065
1870,32065
1740,32065
1740,32065
1790,32065
1790,32065
1790,32065
1715,32065
1715,32065
1615,32065
1541,32065
1576,32065
1664,32065
1657,32065
1658,32065
1618,32065
1640,32065
1672,32065
1619,32065
1640,32065
1659,32065
1656,32065
1676,32065
1672,32065
1658,32065
1645,32065
1651,32065
1679,32065
1603,32065
1000,32070
1000,32070
954,32070
954,32070
954,32070
1000,32070
1000,32070
885,32070
885,32070
911,32070
1031,37215
1034,37215
1028,37215
1007,37215
1508,37220
1622,37220
1646,37220
1609,37220
1583,37220
1589,37220
1592,37220
1587,37220
1574,37220
1630,37220
1614,37220
1703,37220
1742,37220
1749,37220
1786,37220
1772,37220
1782,37220
1785,37220
613,37225
607,37225
616,37225
610,37225
613,37225
614,37225
566,37225
530,37225
529,37225
532,37225
551,37225
617,37225
626,37225
616,37225
630,37225
618,37225
603,37225
544,37225
2287,37230
2307,37230
2334,37230
2305,37230
2308,37230
2348,37230
598,44045
598,44045
595,44045
582,44045
558,44045
592,44045
